* Project:       Hupsel
* File content:  soil physical parameters
* File name:     SoilPhysParam.csv
* Model version: Swap 4.0.1
* Generated at:  2022-01-03 15:23:48
layer,head(cm),theta(cm3.cm3),C(cm-1),RelSat(-),k(cm.d-1)
         1, -4.1772482E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -4.5949730E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -5.0544703E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -5.5599173E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -6.1159090E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -6.7274999E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -7.4002499E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -8.1402749E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -8.9543024E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -9.8497327E-07,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.0834706E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.1918177E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.3109994E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.4420994E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.5863093E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.7449402E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -1.9194342E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -2.1113777E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -2.3225154E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2520000E+01
         1, -2.5547670E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -2.8102437E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -3.0912681E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -3.4003949E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -3.7404343E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -4.1144778E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -4.5259256E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -4.9785181E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -5.4763699E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -6.0240069E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -6.6264076E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -7.2890484E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519999E+01
         1, -8.0179532E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519998E+01
         1, -8.8197485E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519998E+01
         1, -9.7017234E-06,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519998E+01
         1, -1.0671896E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519998E+01
         1, -1.1739085E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519998E+01
         1, -1.2912994E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519997E+01
         1, -1.4204293E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519997E+01
         1, -1.5624723E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519997E+01
         1, -1.7187195E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519997E+01
         1, -1.8905914E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519996E+01
         1, -2.0796506E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519996E+01
         1, -2.2876156E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519996E+01
         1, -2.5163772E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519995E+01
         1, -2.7680149E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519995E+01
         1, -3.0448164E-05,  4.2000000E-01,  6.6647171E-05,  1.0000000E+00,  1.2519994E+01
         1, -3.3492980E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519993E+01
         1, -3.6842278E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519993E+01
         1, -4.0526506E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519992E+01
         1, -4.4579157E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519991E+01
         1, -4.9037073E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519990E+01
         1, -5.3940780E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519989E+01
         1, -5.9334858E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519988E+01
         1, -6.5268344E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519987E+01
         1, -7.1795178E-05,  4.2000000E-01,  6.6647171E-05,  9.9999999E-01,  1.2519986E+01
         1, -7.8974696E-05,  4.1999999E-01,  6.6647171E-05,  9.9999999E-01,  1.2519984E+01
         1, -8.6872165E-05,  4.1999999E-01,  6.6647171E-05,  9.9999999E-01,  1.2519983E+01
         1, -9.5559382E-05,  4.1999999E-01,  6.6647171E-05,  9.9999998E-01,  1.2519981E+01
         1, -1.0511532E-04,  4.1999999E-01,  6.6647171E-05,  9.9999998E-01,  1.2519979E+01
         1, -1.1562685E-04,  4.1999999E-01,  6.6647171E-05,  9.9999998E-01,  1.2519977E+01
         1, -1.2718954E-04,  4.1999999E-01,  6.6647171E-05,  9.9999998E-01,  1.2519975E+01
         1, -1.3990849E-04,  4.1999999E-01,  6.6647171E-05,  9.9999998E-01,  1.2519972E+01
         1, -1.5389934E-04,  4.1999999E-01,  6.6647171E-05,  9.9999997E-01,  1.2519970E+01
         1, -1.6928927E-04,  4.1999999E-01,  6.6647171E-05,  9.9999997E-01,  1.2519967E+01
         1, -1.8621820E-04,  4.1999999E-01,  6.6647171E-05,  9.9999997E-01,  1.2519963E+01
         1, -2.0484002E-04,  4.1999999E-01,  6.6647171E-05,  9.9999997E-01,  1.2519960E+01
         1, -2.2532402E-04,  4.1999998E-01,  6.6647171E-05,  9.9999996E-01,  1.2519956E+01
         1, -2.4785643E-04,  4.1999998E-01,  6.6647171E-05,  9.9999996E-01,  1.2519951E+01
         1, -2.7264207E-04,  4.1999998E-01,  6.6647171E-05,  9.9999996E-01,  1.2519946E+01
         1, -2.9990628E-04,  4.1999998E-01,  6.6647171E-05,  9.9999995E-01,  1.2519941E+01
         1, -3.2989690E-04,  4.1999998E-01,  6.6647171E-05,  9.9999995E-01,  1.2519935E+01
         1, -3.6288659E-04,  4.1999998E-01,  6.6647171E-05,  9.9999994E-01,  1.2519929E+01
         1, -3.9917525E-04,  4.1999997E-01,  6.6647171E-05,  9.9999994E-01,  1.2519921E+01
         1, -4.3909278E-04,  4.1999997E-01,  6.6647171E-05,  9.9999993E-01,  1.2519914E+01
         1, -4.8300206E-04,  4.1999997E-01,  6.6647171E-05,  9.9999992E-01,  1.2519905E+01
         1, -5.3130226E-04,  4.1999996E-01,  6.6647171E-05,  9.9999991E-01,  1.2519896E+01
         1, -5.8443249E-04,  4.1999996E-01,  6.6647171E-05,  9.9999990E-01,  1.2519885E+01
         1, -6.4287574E-04,  4.1999996E-01,  6.6647171E-05,  9.9999990E-01,  1.2519874E+01
         1, -7.0716331E-04,  4.1999995E-01,  6.6647171E-05,  9.9999989E-01,  1.2519861E+01
         1, -7.7787964E-04,  4.1999995E-01,  6.6647171E-05,  9.9999987E-01,  1.2519847E+01
         1, -8.5566760E-04,  4.1999994E-01,  6.6647171E-05,  9.9999986E-01,  1.2519832E+01
         1, -9.4123437E-04,  4.1999994E-01,  6.6647171E-05,  9.9999985E-01,  1.2519815E+01
         1, -1.0353578E-03,  4.1999993E-01,  6.6647171E-05,  9.9999983E-01,  1.2519796E+01
         1, -1.1388936E-03,  4.1999992E-01,  6.6647171E-05,  9.9999981E-01,  1.2519776E+01
         1, -1.2527829E-03,  4.1999992E-01,  6.6647171E-05,  9.9999980E-01,  1.2519754E+01
         1, -1.3780612E-03,  4.1999991E-01,  6.6647171E-05,  9.9999978E-01,  1.2519729E+01
         1, -1.5158674E-03,  4.1999990E-01,  6.6647171E-05,  9.9999975E-01,  1.2519702E+01
         1, -1.6674541E-03,  4.1999989E-01,  6.6647171E-05,  9.9999973E-01,  1.2519672E+01
         1, -1.8341995E-03,  4.1999988E-01,  6.6647171E-05,  9.9999970E-01,  1.2519639E+01
         1, -2.0176195E-03,  4.1999987E-01,  6.6647171E-05,  9.9999967E-01,  1.2519603E+01
         1, -2.2193814E-03,  4.1999985E-01,  6.6647171E-05,  9.9999964E-01,  1.2519564E+01
         1, -2.4413195E-03,  4.1999984E-01,  6.6647171E-05,  9.9999960E-01,  1.2519520E+01
         1, -2.6854515E-03,  4.1999982E-01,  6.6647171E-05,  9.9999956E-01,  1.2519472E+01
         1, -2.9539966E-03,  4.1999980E-01,  6.6647171E-05,  9.9999952E-01,  1.2519419E+01
         1, -3.2493963E-03,  4.1999978E-01,  6.6647171E-05,  9.9999947E-01,  1.2519361E+01
         1, -3.5743359E-03,  4.1999976E-01,  6.6647171E-05,  9.9999942E-01,  1.2519297E+01
         1, -3.9317695E-03,  4.1999974E-01,  6.6647171E-05,  9.9999936E-01,  1.2519227E+01
         1, -4.3249465E-03,  4.1999971E-01,  6.6647171E-05,  9.9999930E-01,  1.2519149E+01
         1, -4.7574411E-03,  4.1999968E-01,  6.6647171E-05,  9.9999923E-01,  1.2519064E+01
         1, -5.2331852E-03,  4.1999965E-01,  6.6647171E-05,  9.9999915E-01,  1.2518971E+01
         1, -5.7565038E-03,  4.1999962E-01,  6.6647171E-05,  9.9999906E-01,  1.2518868E+01
         1, -6.3321541E-03,  4.1999958E-01,  6.6647171E-05,  9.9999897E-01,  1.2518755E+01
         1, -6.9653696E-03,  4.1999954E-01,  6.6647171E-05,  9.9999887E-01,  1.2518630E+01
         1, -7.6619065E-03,  4.1999949E-01,  6.6647171E-05,  9.9999875E-01,  1.2518493E+01
         1, -8.4280972E-03,  4.1999944E-01,  6.6647171E-05,  9.9999863E-01,  1.2518343E+01
         1, -9.2709069E-03,  4.1999938E-01,  6.6647171E-05,  9.9999849E-01,  1.2518177E+01
         1, -1.0197998E-02,  4.1999931E-01,  1.0033182E-04,  9.9999833E-01,  1.2517975E+01
         1, -1.1217797E-02,  4.1999921E-01,  1.0513856E-04,  9.9999807E-01,  1.2517666E+01
         1, -1.2339577E-02,  4.1999909E-01,  1.1017558E-04,  9.9999778E-01,  1.2517309E+01
         1, -1.3573535E-02,  4.1999895E-01,  1.1545388E-04,  9.9999744E-01,  1.2516899E+01
         1, -1.4930888E-02,  4.1999879E-01,  1.2098504E-04,  9.9999704E-01,  1.2516425E+01
         1, -1.6423977E-02,  4.1999860E-01,  1.2678115E-04,  9.9999659E-01,  1.2515879E+01
         1, -1.8066375E-02,  4.1999839E-01,  1.3285490E-04,  9.9999607E-01,  1.2515250E+01
         1, -1.9873012E-02,  4.1999814E-01,  1.3921958E-04,  9.9999547E-01,  1.2514524E+01
         1, -2.1860313E-02,  4.1999786E-01,  1.4588913E-04,  9.9999478E-01,  1.2513688E+01
         1, -2.4046345E-02,  4.1999753E-01,  1.5287812E-04,  9.9999399E-01,  1.2512725E+01
         1, -2.6450979E-02,  4.1999716E-01,  1.6020185E-04,  9.9999307E-01,  1.2511614E+01
         1, -2.9096077E-02,  4.1999672E-01,  1.6787634E-04,  9.9999201E-01,  1.2510333E+01
         1, -3.2005685E-02,  4.1999622E-01,  1.7591836E-04,  9.9999079E-01,  1.2508857E+01
         1, -3.5206253E-02,  4.1999565E-01,  1.8434548E-04,  9.9998938E-01,  1.2507155E+01
         1, -3.8726879E-02,  4.1999498E-01,  1.9317613E-04,  9.9998776E-01,  1.2505194E+01
         1, -4.2599567E-02,  4.1999422E-01,  2.0242959E-04,  9.9998589E-01,  1.2502933E+01
         1, -4.6859523E-02,  4.1999333E-01,  2.1212606E-04,  9.9998374E-01,  1.2500327E+01
         1, -5.1545476E-02,  4.1999232E-01,  2.2228671E-04,  9.9998126E-01,  1.2497323E+01
         1, -5.6700023E-02,  4.1999114E-01,  2.3293368E-04,  9.9997839E-01,  1.2493861E+01
         1, -6.2370026E-02,  4.1998979E-01,  2.4409018E-04,  9.9997509E-01,  1.2489869E+01
         1, -6.8607028E-02,  4.1998823E-01,  2.5578051E-04,  9.9997129E-01,  1.2485269E+01
         1, -7.5467731E-02,  4.1998643E-01,  2.6803010E-04,  9.9996691E-01,  1.2479965E+01
         1, -8.3014504E-02,  4.1998436E-01,  2.8086558E-04,  9.9996186E-01,  1.2473853E+01
         1, -9.1315954E-02,  4.1998197E-01,  2.9431481E-04,  9.9995603E-01,  1.2466807E+01
         1, -1.0044755E-01,  4.1997922E-01,  3.0840695E-04,  9.9994932E-01,  1.2458685E+01
         1, -1.1049230E-01,  4.1997605E-01,  3.2317250E-04,  9.9994158E-01,  1.2449323E+01
         1, -1.2154154E-01,  4.1997239E-01,  3.3864337E-04,  9.9993266E-01,  1.2438532E+01
         1, -1.3369569E-01,  4.1996818E-01,  3.5485290E-04,  9.9992238E-01,  1.2426094E+01
         1, -1.4706526E-01,  4.1996332E-01,  3.7183596E-04,  9.9991053E-01,  1.2411757E+01
         1, -1.6177178E-01,  4.1995772E-01,  3.8962898E-04,  9.9989687E-01,  1.2395231E+01
         1, -1.7794896E-01,  4.1995126E-01,  4.0826998E-04,  9.9988113E-01,  1.2376184E+01
         1, -1.9574386E-01,  4.1994382E-01,  4.2779868E-04,  9.9986298E-01,  1.2354229E+01
         1, -2.1531824E-01,  4.1993525E-01,  4.4825648E-04,  9.9984206E-01,  1.2328924E+01
         1, -2.3685007E-01,  4.1992536E-01,  4.6968654E-04,  9.9981795E-01,  1.2299757E+01
         1, -2.6053508E-01,  4.1991397E-01,  4.9213381E-04,  9.9979017E-01,  1.2266140E+01
         1, -2.8658858E-01,  4.1990084E-01,  5.1564505E-04,  9.9975814E-01,  1.2227394E+01
         1, -3.1524744E-01,  4.1988570E-01,  5.4026886E-04,  9.9972123E-01,  1.2182739E+01
         1, -3.4677219E-01,  4.1986826E-01,  5.6605567E-04,  9.9967869E-01,  1.2131272E+01
         1, -3.8144940E-01,  4.1984816E-01,  5.9305773E-04,  9.9962966E-01,  1.2071957E+01
         1, -4.1959434E-01,  4.1982500E-01,  6.2132909E-04,  9.9957316E-01,  1.2003600E+01
         1, -4.6155378E-01,  4.1979830E-01,  6.5092551E-04,  9.9950805E-01,  1.1924824E+01
         1, -5.0770916E-01,  4.1976753E-01,  6.8190439E-04,  9.9943301E-01,  1.1834044E+01
         1, -5.5848007E-01,  4.1973208E-01,  7.1432462E-04,  9.9934655E-01,  1.1729436E+01
         1, -6.1432808E-01,  4.1969124E-01,  7.4824641E-04,  9.9924692E-01,  1.1608900E+01
         1, -6.7576089E-01,  4.1964417E-01,  7.8373102E-04,  9.9913212E-01,  1.1470018E+01
         1, -7.4333698E-01,  4.1958994E-01,  8.2084048E-04,  9.9899986E-01,  1.1310008E+01
         1, -8.1767067E-01,  4.1952747E-01,  8.5963715E-04,  9.9884750E-01,  1.1125672E+01
         1, -8.9943774E-01,  4.1945551E-01,  9.0018320E-04,  9.9867198E-01,  1.0913327E+01
         1, -9.8938151E-01,  4.1937262E-01,  9.4254000E-04,  9.9846981E-01,  1.0668744E+01
         1, -1.0883197E+00,  4.1927716E-01,  9.8676731E-04,  9.9823699E-01,  1.0387061E+01
         1, -1.1971516E+00,  4.1916724E-01,  1.0329223E-03,  9.9796887E-01,  1.0062694E+01
         1, -1.3168668E+00,  4.1904067E-01,  1.0810583E-03,  9.9766018E-01,  9.6892313E+00
         1, -1.4485535E+00,  4.1889498E-01,  1.1312234E-03,  9.9730483E-01,  9.2593188E+00
         1, -1.5934088E+00,  4.1872730E-01,  1.1834587E-03,  9.9689585E-01,  8.7645244E+00
         1, -1.7527497E+00,  4.1853436E-01,  1.2377962E-03,  9.9642526E-01,  8.1951895E+00
         1, -1.9280247E+00,  4.1831241E-01,  1.2942563E-03,  9.9588392E-01,  7.5402606E+00
         1, -2.1208271E+00,  4.1805717E-01,  1.3528445E-03,  9.9526138E-01,  7.1343470E+00
         1, -2.3329099E+00,  4.1776375E-01,  1.4135483E-03,  9.9454573E-01,  6.9205909E+00
         1, -2.5662008E+00,  4.1742658E-01,  1.4763328E-03,  9.9372337E-01,  6.7011294E+00
         1, -2.8228209E+00,  4.1703932E-01,  1.5411359E-03,  9.9277883E-01,  6.4761458E+00
         1, -3.1051030E+00,  4.1659476E-01,  1.6078629E-03,  9.9169454E-01,  6.2458746E+00
         1, -3.4156133E+00,  4.1608474E-01,  1.6763798E-03,  9.9045059E-01,  6.0106062E+00
         1, -3.7571747E+00,  4.1550003E-01,  1.7465063E-03,  9.8902446E-01,  5.7706923E+00
         1, -4.1328921E+00,  4.1483023E-01,  1.8180082E-03,  9.8739081E-01,  5.5265506E+00
         1, -4.5461813E+00,  4.1406366E-01,  1.8905880E-03,  9.8552113E-01,  5.2786701E+00
         1, -5.0007995E+00,  4.1318726E-01,  1.9638765E-03,  9.8338357E-01,  5.0276147E+00
         1, -5.5008794E+00,  4.1218649E-01,  2.0374224E-03,  9.8094265E-01,  4.7740273E+00
         1, -6.0509674E+00,  4.1104523E-01,  2.1106837E-03,  9.7815909E-01,  4.5186321E+00
         1, -6.6560641E+00,  4.0974576E-01,  2.1830183E-03,  9.7498966E-01,  4.2622353E+00
         1, -7.3216705E+00,  4.0826873E-01,  2.2536766E-03,  9.7138714E-01,  4.0057246E+00
         1, -8.0538375E+00,  4.0659314E-01,  2.3217970E-03,  9.6730035E-01,  3.7500657E+00
         1, -8.8592213E+00,  4.0469650E-01,  2.3864044E-03,  9.6267440E-01,  3.4962962E+00
         1, -9.7451434E+00,  4.0255495E-01,  2.4464140E-03,  9.5745109E-01,  3.2455166E+00
         1, -1.0719658E+01,  4.0014352E-01,  2.5006414E-03,  9.5156956E-01,  2.9988769E+00
         1, -1.1791624E+01,  3.9743654E-01,  2.5478221E-03,  9.4496717E-01,  2.7575601E+00
         1, -1.2970786E+01,  3.9440811E-01,  2.5866390E-03,  9.3758075E-01,  2.5227608E+00
         1, -1.4267864E+01,  3.9103273E-01,  2.6157616E-03,  9.2934812E-01,  2.2956610E+00
         1, -1.5694651E+01,  3.8728607E-01,  2.6338960E-03,  9.2020993E-01,  2.0774016E+00
         1, -1.7264116E+01,  3.8314586E-01,  2.6398433E-03,  9.1011185E-01,  1.8690525E+00
         1, -1.8990528E+01,  3.7859281E-01,  2.6325672E-03,  8.9900686E-01,  1.6715807E+00
         1, -2.0889580E+01,  3.7361171E-01,  2.6112631E-03,  8.8685783E-01,  1.4858201E+00
         1, -2.2978538E+01,  3.6819236E-01,  2.5754267E-03,  8.7363991E-01,  1.3124433E+00
         1, -2.5276392E+01,  3.6233057E-01,  2.5249124E-03,  8.5934285E-01,  1.1519379E+00
         1, -2.7804032E+01,  3.5602889E-01,  2.4599763E-03,  8.4397290E-01,  1.0045905E+00
         1, -3.0584435E+01,  3.4929721E-01,  2.3812974E-03,  8.2755416E-01,  8.7047788E-01
         1, -3.3642878E+01,  3.4215297E-01,  2.2899714E-03,  8.1012919E-01,  7.4946829E-01
         1, -3.7007166E+01,  3.3462110E-01,  2.1874751E-03,  7.9175879E-01,  6.4123171E-01
         1, -4.0707883E+01,  3.2673358E-01,  2.0756052E-03,  7.7252092E-01,  5.4525931E-01
         1, -4.4778671E+01,  3.1852860E-01,  1.9563924E-03,  7.5250878E-01,  4.6089004E-01
         1, -4.9256538E+01,  3.1004954E-01,  1.8320032E-03,  7.3182814E-01,  3.8734256E-01
         1, -5.4182192E+01,  3.0134362E-01,  1.7046351E-03,  7.1059419E-01,  3.2374994E-01
         1, -5.9600411E+01,  2.9246048E-01,  1.5764167E-03,  6.8892801E-01,  2.6919450E-01
         1, -6.5560452E+01,  2.8345076E-01,  1.4493205E-03,  6.6695306E-01,  2.2274073E-01
         1, -7.2116497E+01,  2.7436463E-01,  1.3250952E-03,  6.4479178E-01,  1.8346420E-01
         1, -7.9328147E+01,  2.6525063E-01,  1.2052197E-03,  6.2256250E-01,  1.5047551E-01
         1, -8.7260962E+01,  2.5615455E-01,  1.0908789E-03,  6.0037696E-01,  1.2293857E-01
         1, -9.5987058E+01,  2.4711869E-01,  9.8296169E-04,  5.7833828E-01,  1.0008325E-01
         1, -1.0558576E+02,  2.3818122E-01,  8.8207413E-04,  5.5653956E-01,  8.1212792E-02
         1, -1.1614434E+02,  2.2937585E-01,  7.8856595E-04,  5.3506305E-01,  6.5706804E-02
         1, -1.2775877E+02,  2.2073173E-01,  7.0256458E-04,  5.1397983E-01,  5.3020659E-02
         1, -1.4053465E+02,  2.1227345E-01,  6.2401300E-04,  4.9334987E-01,  4.2682201E-02
         1, -1.5458812E+02,  2.0402122E-01,  5.5270797E-04,  4.7322250E-01,  3.4286643E-02
         1, -1.7004693E+02,  1.9599117E-01,  4.8833616E-04,  4.5363699E-01,  2.7490360E-02
         1, -1.8705162E+02,  1.8819562E-01,  4.3050663E-04,  4.3462347E-01,  2.2004186E-02
         1, -2.0575678E+02,  1.8064355E-01,  3.7877870E-04,  4.1620378E-01,  1.7586656E-02
         1, -2.2633246E+02,  1.7334091E-01,  3.3268510E-04,  3.9839245E-01,  1.4037501E-02
         1, -2.4896571E+02,  1.6629104E-01,  2.9175026E-04,  3.8119767E-01,  1.1191613E-02
         1, -2.7386228E+02,  1.5949507E-01,  2.5550443E-04,  3.6462213E-01,  8.9135887E-03
         1, -3.0124851E+02,  1.5295222E-01,  2.2349395E-04,  3.4866394E-01,  7.0928946E-03
         1, -3.3137336E+02,  1.4666012E-01,  1.9528841E-04,  3.3331736E-01,  5.6396660E-03
         1, -3.6451069E+02,  1.4061512E-01,  1.7048521E-04,  3.1857348E-01,  4.4811002E-03
         1, -4.0096176E+02,  1.3481255E-01,  1.4871207E-04,  3.0442086E-01,  3.5584002E-03
         1, -4.4105794E+02,  1.2924689E-01,  1.2962802E-04,  2.9084607E-01,  2.8242087E-03
         1, -4.8516373E+02,  1.2391199E-01,  1.1292329E-04,  2.7783412E-01,  2.2404728E-03
         1, -5.3368010E+02,  1.1880124E-01,  9.8318240E-05,  2.6536887E-01,  1.7766786E-03
         1, -5.8704811E+02,  1.1390768E-01,  8.5561923E-05,  2.5343338E-01,  1.4084023E-03
         1, -6.4575293E+02,  1.0922416E-01,  7.4430175E-05,  2.4201014E-01,  1.1161247E-03
         1, -7.1032822E+02,  1.0474336E-01,  6.4723581E-05,  2.3108136E-01,  8.8426809E-04
         1, -7.8136104E+02,  1.0045794E-01,  5.6265357E-05,  2.2062912E-01,  7.0041479E-04
         1, -8.5949714E+02,  9.6360572E-02,  4.8899248E-05,  2.1063554E-01,  5.5467653E-04
         1, -9.4544686E+02,  9.2443995E-02,  4.2487495E-05,  2.0108292E-01,  4.3918625E-04
         1, -1.0399915E+03,  8.8701052E-02,  3.6908911E-05,  1.9195379E-01,  3.4768986E-04
         1, -1.1439907E+03,  8.5124729E-02,  3.2057091E-05,  1.8323105E-01,  2.7521889E-04
         1, -1.2583898E+03,  8.1708175E-02,  2.7838760E-05,  1.7489799E-01,  2.1782859E-04
         1, -1.3842287E+03,  7.8444724E-02,  2.4172265E-05,  1.6693835E-01,  1.7238857E-04
         1, -1.5226516E+03,  7.5327906E-02,  2.0986216E-05,  1.5933636E-01,  1.3641579E-04
         1, -1.6749168E+03,  7.2351455E-02,  1.8218262E-05,  1.5207672E-01,  1.0794147E-04
         1, -1.8424085E+03,  6.9509320E-02,  1.5813993E-05,  1.4514468E-01,  8.5405104E-05
         1, -2.0266493E+03,  6.6795662E-02,  1.3725967E-05,  1.3852600E-01,  6.7570142E-05
         1, -2.2293142E+03,  6.4204858E-02,  1.1912848E-05,  1.3220697E-01,  5.3457001E-05
         1, -2.4522457E+03,  6.1731498E-02,  1.0338635E-05,  1.2617439E-01,  4.2289826E-05
         1, -2.6974702E+03,  5.9370386E-02,  8.9719971E-06,  1.2041558E-01,  3.3454241E-05
         1, -2.9672172E+03,  5.7116533E-02,  7.7856738E-06,  1.1491837E-01,  2.6463823E-05
         1, -3.2639390E+03,  5.4965154E-02,  6.7559579E-06,  1.0967111E-01,  2.0933503E-05
         1, -3.5903329E+03,  5.2911661E-02,  5.8622385E-06,  1.0466259E-01,  1.6558492E-05
         1, -3.9493662E+03,  5.0951660E-02,  5.0866015E-06,  9.9882098E-02,  1.3097565E-05
         1, -4.3443028E+03,  4.9080945E-02,  4.4134810E-06,  9.5319378E-02,  1.0359826E-05
